Region,Rank,Tier,Fit /100,Business,Category,Segment,Locality,City,Phone,Rating,Reviews,Package,List price,Deal value (₹),Best call window (IST),Pitch angle,Intent,Volume,Rating pts,Reach,Maps URL
Mira Road-Vasai-Virar,151,B,81,H and V Associates,Tax consultant,Professional Services,Jakat Naka Virar,Virar,076661 36498,4.9,27,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,14,19,10,https://www.google.com/maps/search/?api=1&query=H%20and%20V%20Associates%20Jakat%20Naka%20Virar
Mira Road-Vasai-Virar,152,B,81,CA. Jignesh Jain & Associates Chartered Accountants,Chartered accountant,Professional Services,Raut Arcade Virar,Virar,098901 84696,4.9,18,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,13,19,10,https://www.google.com/maps/search/?api=1&query=CA.%20Jignesh%20Jain%20%26%20Associates%20Chartered%20Accountants%20Raut%20Arcade%20Virar
Mira Road-Vasai-Virar,153,B,81,SG Events Art Graphics,Event management company,Food & Events,Vasai,Vasai,088059 06858,5,18,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,13,20,10,https://www.google.com/maps/search/?api=1&query=SG%20Events%20Art%20Graphics%20Vasai
Mira Road-Vasai-Virar,154,B,81,G.S. Consultancy,Accounting firm,Professional Services,Nalasopara,Nalasopara,099751 64458,5,17,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,13,20,10,https://www.google.com/maps/search/?api=1&query=G.S.%20Consultancy%20Nalasopara
Mira Road-Vasai-Virar,155,B,81,ARCHE INTERIORS,Interior designer,Home & Interiors,Vasai West,Vasai,092707 26270,5,11,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-18:00,"A project gallery with before/after by room type, plus a budget-range enquiry form. Buyers judge on photos first.",40,11,20,10,https://www.google.com/maps/search/?api=1&query=ARCHE%20INTERIORS%20Vasai%20West
Mira Road-Vasai-Virar,156,B,80,Dinesh Motor Driving School,Driving school,Education & Training,Virar-Nalasopara Link Road,Nalasopara,087938 79666,4.5,171,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,13,10,https://www.google.com/maps/search/?api=1&query=Dinesh%20Motor%20Driving%20School%20Virar-Nalasopara%20Link%20Road
Mira Road-Vasai-Virar,157,B,80,Gaurav Tours And Travels Nalasopara,Travel agency,Retail & Services,Nalasopara,Nalasopara,070283 14064,4.7,147,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,22,16,10,https://www.google.com/maps/search/?api=1&query=Gaurav%20Tours%20And%20Travels%20Nalasopara%20Nalasopara
Mira Road-Vasai-Virar,158,B,80,Siddharth Coaching Classes,Coaching centre,Education & Training,Jangid Circle Mira Road East,Mira Road / Bhayandar,072080 70866,4.7,109,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,16,10,https://www.google.com/maps/search/?api=1&query=Siddharth%20Coaching%20Classes%20Jangid%20Circle%20Mira%20Road%20East
Mira Road-Vasai-Virar,159,B,80,SHREE KALBHAIRAV TOURS & TRAVELS,Travel agency,Retail & Services,Nalasopara,Nalasopara,098219 55149,4.9,95,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,20,19,10,https://www.google.com/maps/search/?api=1&query=SHREE%20KALBHAIRAV%20TOURS%20%26%20TRAVELS%20Nalasopara
Mira Road-Vasai-Virar,160,B,80,Raw Canvas Studio - Hatkesh,Dance school,Education & Training,Hatkesh Mira Road,Mira Road / Bhayandar,077108 65587,4.9,92,Growth,"₹45,000",45000,Tue-Thu 12:00-16:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",32,20,19,10,https://www.google.com/maps/search/?api=1&query=Raw%20Canvas%20Studio%20-%20Hatkesh%20Hatkesh%20Mira%20Road
Mira Road-Vasai-Virar,161,B,80,Dinesh Motor Driving School (Global City),Driving school,Education & Training,Global City Virar,Virar,087936 79777,4.8,81,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=Dinesh%20Motor%20Driving%20School%20%28Global%20City%29%20Global%20City%20Virar
Mira Road-Vasai-Virar,162,B,80,Vidya classes,Coaching centre,Education & Training,Mira Road,Mira Road / Bhayandar,084088 08999,4.8,80,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=Vidya%20classes%20Mira%20Road
Mira Road-Vasai-Virar,163,B,80,Horizon Tutorials,Coaching centre,Education & Training,Jangid Circle Mira Road,Mira Road / Bhayandar,086555 55278,4.8,72,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=Horizon%20Tutorials%20Jangid%20Circle%20Mira%20Road
Mira Road-Vasai-Virar,164,B,80,Sukhi Corporation,Real estate agency,Retail & Services,Arvind Industrial Estate Vasai,Vasai,093215 71296,4.7,65,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,18,16,10,https://www.google.com/maps/search/?api=1&query=Sukhi%20Corporation%20Arvind%20Industrial%20Estate%20Vasai
Mira Road-Vasai-Virar,165,B,80,Shree Krishna Estate Agency And Financial Service,Real estate agency,Retail & Services,Navghar Road Bhayandar,Mira Road / Bhayandar,097696 95172,4.7,60,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,18,16,10,https://www.google.com/maps/search/?api=1&query=Shree%20Krishna%20Estate%20Agency%20And%20Financial%20Service%20Navghar%20Road%20Bhayandar
Mira Road-Vasai-Virar,166,B,80,Ami Tutorials and Coaching Classes,Coaching centre,Education & Training,Vasai,Vasai,095614 94348,4.9,59,Starter,"₹15,000",15000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,18,19,10,https://www.google.com/maps/search/?api=1&query=Ami%20Tutorials%20and%20Coaching%20Classes%20Vasai
Mira Road-Vasai-Virar,167,B,80,Pramod Caterers & Decorators,Event planner,Food & Events,Mira Road,Mira Road / Bhayandar,099879 73268,4.6,54,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,17,15,10,https://www.google.com/maps/search/?api=1&query=Pramod%20Caterers%20%26%20Decorators%20Mira%20Road
Mira Road-Vasai-Virar,168,B,80,Drishty Real Estate Agency,Real estate agency,Retail & Services,Alkapuri Nalasopara,Nalasopara,088056 31078,4.8,49,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,17,17,10,https://www.google.com/maps/search/?api=1&query=Drishty%20Real%20Estate%20Agency%20Alkapuri%20Nalasopara
Mira Road-Vasai-Virar,169,B,80,A-1 Caterers,Caterer,Food & Events,Mira Road East,Mira Road / Bhayandar,091676 07089,4.9,48,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,19,10,https://www.google.com/maps/search/?api=1&query=A-1%20Caterers%20Mira%20Road%20East
Mira Road-Vasai-Virar,170,B,80,Roots International PreSchool and DayCare,Preschool,Education & Training,Shanti Gardens Mira Road,Mira Road / Bhayandar,095296 74325,4.9,36,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,16,19,10,https://www.google.com/maps/search/?api=1&query=Roots%20International%20PreSchool%20and%20DayCare%20Shanti%20Gardens%20Mira%20Road
Mira Road-Vasai-Virar,171,B,80,Kriss Academy,Coaching centre,Education & Training,Mira Road,Mira Road / Bhayandar,093211 81117,5,35,Starter,"₹15,000",15000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,16,20,10,https://www.google.com/maps/search/?api=1&query=Kriss%20Academy%20Mira%20Road
Mira Road-Vasai-Virar,172,B,80,Aayush Tax Consultancy,Tax consultant,Professional Services,Mira Bhayandar Road,Mira Road / Bhayandar,097695 60729,5,16,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,12,20,10,https://www.google.com/maps/search/?api=1&query=Aayush%20Tax%20Consultancy%20Mira%20Bhayandar%20Road
Mira Road-Vasai-Virar,173,B,80,MAA AMBE DECOR & EVENTS,Event management company,Food & Events,Virar,Virar,073502 81326,5,14,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,12,20,10,https://www.google.com/maps/search/?api=1&query=MAA%20AMBE%20DECOR%20%26%20EVENTS%20Virar
Mira Road-Vasai-Virar,174,B,79,Bablu motor training School,Driving school,Education & Training,Diwan Market Vasai,Vasai,090493 63835,3.9,996,Custom,"₹1,20,000+",120000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,30,5,10,https://www.google.com/maps/search/?api=1&query=Bablu%20motor%20training%20School%20Diwan%20Market%20Vasai
Mira Road-Vasai-Virar,175,B,79,Shri Jyotirling Motor Training School,Driving school,Education & Training,90 Feet Road Bhayandar,Mira Road / Bhayandar,096190 81827,4.5,147,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,13,10,https://www.google.com/maps/search/?api=1&query=Shri%20Jyotirling%20Motor%20Training%20School%2090%20Feet%20Road%20Bhayandar
Mira Road-Vasai-Virar,176,B,79,Vital Classes,Coaching centre,Education & Training,60 Feet Road Bhayandar,Mira Road / Bhayandar,098198 36037,4.7,74,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,16,10,https://www.google.com/maps/search/?api=1&query=Vital%20Classes%2060%20Feet%20Road%20Bhayandar
Mira Road-Vasai-Virar,177,B,79,COMFORT DENTAL CLINIC,Dental clinic,Health & Wellness,Achole Road Nalasopara,Nalasopara,084463 90050,4.6,69,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,15,10,https://www.google.com/maps/search/?api=1&query=COMFORT%20DENTAL%20CLINIC%20Achole%20Road%20Nalasopara
Mira Road-Vasai-Virar,178,B,79,Trimurti Caterers,Caterer,Food & Events,Nandakhal Nalasopara,Nalasopara,078755 00366,4.8,55,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,17,10,https://www.google.com/maps/search/?api=1&query=Trimurti%20Caterers%20Nandakhal%20Nalasopara
Mira Road-Vasai-Virar,179,B,79,Aarohan dental clinic,Dental clinic,Health & Wellness,Station Road Nalasopara,Nalasopara,077989 83762,4.7,55,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,16,10,https://www.google.com/maps/search/?api=1&query=Aarohan%20dental%20clinic%20Station%20Road%20Nalasopara
Mira Road-Vasai-Virar,180,B,79,Unique Caterers & Event Management,Caterer,Food & Events,Mira Road East,Mira Road / Bhayandar,086938 33111,4.9,46,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,19,10,https://www.google.com/maps/search/?api=1&query=Unique%20Caterers%20%26%20Event%20Management%20Mira%20Road%20East
Mira Road-Vasai-Virar,181,B,79,Damaru catering service,Caterer,Food & Events,Virar,Virar,084217 36370,4.9,43,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,16,19,10,https://www.google.com/maps/search/?api=1&query=Damaru%20catering%20service%20Virar
Mira Road-Vasai-Virar,182,B,79,Sai Sparsh Physiotherapy Clinic,Physiotherapy centre,Health & Wellness,Goddev Naka Bhayandar East,Mira Road / Bhayandar,099873 04691,4.8,40,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,16,17,10,https://www.google.com/maps/search/?api=1&query=Sai%20Sparsh%20Physiotherapy%20Clinic%20Goddev%20Naka%20Bhayandar%20East
Mira Road-Vasai-Virar,183,B,79,RELIABLE MOTOR TRAINING SCHOOL,Driving school,Education & Training,Nalasopara,Nalasopara,080554 01209,4.9,39,Starter,"₹15,000",15000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,16,19,10,https://www.google.com/maps/search/?api=1&query=RELIABLE%20MOTOR%20TRAINING%20SCHOOL%20Nalasopara
Mira Road-Vasai-Virar,184,B,79,Little Angel Play School,Preschool,Education & Training,Yashwant Nalasopara,Nalasopara,077388 77002,4.8,37,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,16,17,10,https://www.google.com/maps/search/?api=1&query=Little%20Angel%20Play%20School%20Yashwant%20Nalasopara
Mira Road-Vasai-Virar,185,B,79,Mohit Real Estate,Real estate agency,Retail & Services,Ambadi Road Vasai West,Vasai,093264 64140,4.9,29,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,15,19,10,https://www.google.com/maps/search/?api=1&query=Mohit%20Real%20Estate%20Ambadi%20Road%20Vasai%20West
Mira Road-Vasai-Virar,186,B,79,Ekta Real Estate Consultant,Real estate consultant,Retail & Services,Bhayandar,Mira Road / Bhayandar,098333 94141,5,20,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,13,20,10,https://www.google.com/maps/search/?api=1&query=Ekta%20Real%20Estate%20Consultant%20Bhayandar
Mira Road-Vasai-Virar,187,B,79,Sunehra & Associates - Chartered Accountants,Chartered accountant,Professional Services,Vasai,Vasai,099706 34437,5,7,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,9,20,10,https://www.google.com/maps/search/?api=1&query=Sunehra%20%26%20Associates%20-%20Chartered%20Accountants%20Vasai
Mira Road-Vasai-Virar,188,B,78,All attractive Events and Promotions,Wedding planner,Food & Events,Mira Road,Mira Road / Bhayandar,— none listed,4.9,126,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,21,19,0,https://www.google.com/maps/search/?api=1&query=All%20attractive%20Events%20and%20Promotions%20Mira%20Road
Mira Road-Vasai-Virar,189,B,78,Sanjay Classes,Coaching centre,Education & Training,BP Road Bhayandar,Mira Road / Bhayandar,093223 19420,4.6,88,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,15,10,https://www.google.com/maps/search/?api=1&query=Sanjay%20Classes%20BP%20Road%20Bhayandar
Mira Road-Vasai-Virar,190,B,78,Gurukul Academy Centre,Coaching centre,Education & Training,Nalasopara,Nalasopara,077208 50958,4.7,62,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,18,16,10,https://www.google.com/maps/search/?api=1&query=Gurukul%20Academy%20Centre%20Nalasopara
Mira Road-Vasai-Virar,191,B,78,Beyou Fitness and Dance Studio,Dance school,Education & Training,Shanti Gardens Mira Road,Mira Road / Bhayandar,091373 95519,4.9,48,Starter,"₹15,000",15000,Tue-Thu 12:00-16:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",32,17,19,10,https://www.google.com/maps/search/?api=1&query=Beyou%20Fitness%20and%20Dance%20Studio%20Shanti%20Gardens%20Mira%20Road
Mira Road-Vasai-Virar,192,B,78,Shree Kambeshwarji Caterer's,Caterer,Food & Events,Bhayandar,Mira Road / Bhayandar,098206 40949,5,22,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,14,20,10,https://www.google.com/maps/search/?api=1&query=Shree%20Kambeshwarji%20Caterer%27s%20Bhayandar
Mira Road-Vasai-Virar,193,B,78,AD Realty,Real estate consultant,Retail & Services,Mira Road,Mira Road / Bhayandar,079001 10514,4.9,19,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,13,19,10,https://www.google.com/maps/search/?api=1&query=AD%20Realty%20Mira%20Road
